日付,方法,カテゴリ,ジャンル,支払元,入金先,商品,メモ,場所,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2011-10-1,payment,交通,,お財布,-,pasmoにチャージ,,-,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
